District,Thana,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge,
Rangpur,Rangpur,Rangpur Sadar,5400,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Taraganj,5420,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Baliadangi,5140,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Haripur,5130,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Pirganj(Thakurgaon),5110,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Ranishankail,5120,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Thakurgaon Sadar,5100,Yes,No,130,160,190,1%,
Khulna,Khulna,Khulna Sadar,9100,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Rajshahi Shadar,6201,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Chapai Nawabganj Sadar,6300,Yes,No,130,160,190,1%,
Jessore,Jessore,Benapole,7431,Yes,No,130,160,190,1%,
Bandarban,Bandarban,soho area,,Yes,No,130,160,190,1%,
Thakurgaon,Thakurgaon,Shibganj (Thakurgaon Sadar),5102,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Bondor (Chittagong),4217,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Barahatia,4217,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Karnaphuli,4371,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Kotwali Chattogram,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Agrabad,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,AK Khan,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Al- Amin Baria Madra,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Al- Amin Baria Madrasa,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Amin Jute Mills,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Anandabazar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Anawara Battali,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Anawara Paroikora,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Bayezid Bostami,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Charandwip,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Iqbal Park,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Kadurkhal,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Kanungopara,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Sadar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Sakpura,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali Saroatoli,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Cadet College,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chandgaon,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Airport,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Bandar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Cantonment,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Chawkbazar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Customs Acca,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram GPO,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram New Market,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Oxygen,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Politechnic Institute,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram Sailors Colony,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Colonel Hat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Combined Military Hospital (CMH),,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Court Buliding,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Dakkhin Ghatchak,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Dakkshin Pahartoli,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Double Mooring,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,East Joara Barma,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,East Joara Dohazari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,East Joara East Joara,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,East Joara Gachbaria,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Export Processing,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fakirkill,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchhari Bhandar Sharif,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchhari Harualchhari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchhari Najirhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchhari Nanupur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchhari Narayanhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Firozshah,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,GEC,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Halishahar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Halishshar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chattogram University,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Fatahabad,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Gorduara,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Katirhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Madrasa,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Mirzapur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Nuralibari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari Yunus Nagar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jalalabad,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldi Banigram,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldi Gunagari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldi Khan Bahadur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldi Sadar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldia Marine Academy,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Jaldia Merine Accade,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Kadeer Nagar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Kaptai Chandraghona,,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Kaptai Kaptai Project,,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Kaptai Nuton Bazar,,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Kaptai Sadar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Kattuli,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Khulshi,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Lohagara Chunti,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Lohagara Padua,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Middle Patenga,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Abutorab,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Azampur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Bharawazhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Darrogahat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Joarganj,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Korerhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsharai Mohazanhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mohard,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Muradnagar - Hathazari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Nasirabad,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,North Halishahar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,North Kattali,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,North Katuli,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Noyabazar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Pahartoli,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Panchlaish,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Patenga,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Patiya Budhpara,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Patiya Sadar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rampur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rampura TSO,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rangunia Dhamair,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rangunia Sadar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Ranir Hat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan B.I.T Post Office,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Beenajuri,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Dewanpur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Fatepur,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Guzra Noapara,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan jagannath Hat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Kundeshwari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Mohamuni,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raozan Pouroshobha,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rauzan Gahira,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sadarghat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip Shiberhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip Urirchar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Satkania Baitul Ijjat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Satkania Bazalia,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sayad Bari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Barabkunda,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Baroidhala,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Bawashbaria,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Bhatiari,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Fouzdarhat,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Jafrabad,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakunda Kumira,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,South Halishahar,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Uttar Gatchak,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Wazedia,,Yes,No,130,160,190,1%,
Comilla,Comilla,Gouripur (Comilla),,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,College mor (Dinajpur),,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Boromath (Dinajpur),,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Pulhat,,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Newtown (Dinajpur),,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Lilir mor,,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Modern mor (Dinajpur),,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Old bustand (Sunamganj),,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Kazirpoint (Sunamganj),,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Hason Nagar,,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Moddho bazar (Sunamganj),,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,wazkhali,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Zindabazar,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Pathantula,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Subidbazar,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Akhalia,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Tilaghor,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Shibganj(sylhet),,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Uposhohor(Sylhet),,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Kodomtoli,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Sheikhghat.,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Majortila,,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Subhanighat,,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Madhabdi (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Babur Haat (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Pachdona More (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Shaheprotab More (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,West Brammondi (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,East Brammondi (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Songita Bazar (Narsingdi),,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Shatirpara,,Yes,No,130,160,190,1%,
Norshingdi,Norshingdi,Hasnabad Bazar (Narsingdi),,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Rajnogor,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Chowdhury Bazar (Habiganj),,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Sultanmahmudpur,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Gatiabazar,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Mahmudabad,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Duliakal,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Mohonpur (Habiganj),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Kawtoly (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,T.A Road (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Sarak bazar (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Moddopara (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Birashar (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Medda (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Gatura- Pirbari (Brahmanbaria),,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Chorpara (Mymensingh),,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Kachijhuli,,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,College Road (Mymensigh),,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Akua,,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Agriculture University (Mymensingh),,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh, Zilla School Mor (Mymensingh),,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Rohomotpur Bypass,,Yes,No,130,160,190,1%,
Mymensingh,Mymensingh,Mashkanda,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Kalur Dokan,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Alir Jahal Road,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Barmis Market,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Bazar Ghata,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Laldighir Par (Cox's Bazar),,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Holiday Mor(Cox's Bazar),,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Laboni Point,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Sughandha Point,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Marin Drive Road,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Sonar Tara,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Jilonjha,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Tarabaniyer chora,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Romaliyer chora,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Khurushkul,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,P M Khali,,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Somity Para,,Yes,No,130,160,190,1%,
Khulna,Khulna,Amadee Bazar,,Yes,No,130,160,190,1%,
Khulna,Khulna,kopilmuni Bazar,,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Shayestaganj (Shayestaganj Hub),,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Alexandar,,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Kuakata,8652,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Subidkhali,8610,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Khepupara,8650,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Payra port,8650,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Bagabandar,,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Kalaia,,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Mahipur,8651,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Birpasha,,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip (Enam Nagar),,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip (Complex),,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip (Kalapaniya),,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip (Gasua),,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Ranigaon (Shayestaganj Hub),,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Putijuri (Shayestaganj Hub),,Yes,No,130,160,190,1%,
Pabna,Pabna,Banwarinagar (Pabna),,Yes,No,130,160,190,1%,
Pabna,Pabna,Debottar (Pabna),,Yes,No,130,160,190,1%,
Pabna,Pabna,Kashinathpur (Pabna),,Yes,No,130,160,190,1%,
Pabna,Pabna,Nakalia (Pabna),,Yes,No,130,160,190,1%,
Pabna,Pabna,Pakshi (Pabna),,Yes,No,130,160,190,1%,
Pabna,Pabna,Sagarkandi (Pabna),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Shamshernagar (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Sherpur (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Baramchal (Kulaura),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Robir Bazar (Kulaura),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Bijoynagor (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Shahbajpur (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Sohilpur (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Chandura (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Singarbil (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Awliya Bazar (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Poirtola (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Ulchapara (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Bhadugor (Brahmanbaria),,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Kumarshil more (Brahmanbaria),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Sarkar Bazar (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Notun Bridge (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Tarapasha Bazar - Rajnagar,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Munshibazar - Kamalganj,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Munshibazar - Rajnagar,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Tengra Bazar - Rajnagar,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Mukam Bazar - Radar Unit (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Brahman Bazar - Kulaura,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Patanushar - Shamshernagar,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Konokpur (Moulvibazar),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Adompur Bazar - Kamalganj,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Tilagao - Kulaura,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Bhatera - Kulaura,,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Kazir Bazar (Moulvibazar),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Kacari (Munshiganj),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Super Market Mor (Munshiganj),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Munshir Hat (Munshiganj),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Rikabibazar (Munshiganj),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Sipahipara (Munshiganj),,Yes,No,130,160,190,1%,
Munshiganj,Munshiganj,Muktarpur (Munshiganj),,Yes,No,130,160,190,1%,
Comilla,Comilla,Companyganj (Comilla),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Langla (Kulaura),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Prithimpasha (Kulaura),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Kajaldhara (Kulaura),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Kotarkuna (Kulaura),,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,SML_Cargo,,Yes,No,130,160,190,1%,
